midi_pitch,onset_time,duration,volume
36.0686226,0.0576417234,0.109931973,0.00847921055
41.1415749,0.172199546,0.203287982,0.0052339565
57.0177193,0.38,0.0750566893,0.000783905212
59.9770317,0.466553288,0.207596372,0.0042606364
57.5153847,0.678390023,0.175873016,0.00421544816
57.0133972,0.85877551,0.194648526,0.00368878664
57.0935326,1.05791383,0.0708163265,0.00448172726
57.6888657,1.13319728,0.121904762,0.00282738195
59.093914,1.25929705,0.125986395,0.00693429261
57.3734856,1.38963719,0.153877551,0.00459480286
59.6510773,1.54755102,0.0916099773,0.00466360105
56.933857,1.64367347,0.278662132,0.0132861538
57.0331688,1.92714286,0.140929705,0.0109333033
58.7360954,2.07229025,0.171020408,0.0141435927
57.0134888,2.2476644,0.116371882,0.0106922183
58.2687111,2.36861678,0.0719501134,0.00518502994
56.9185867,2.44517007,0.137619048,0.0124154231
56.9529533,2.58739229,0.168843537,0.00619063759
56.7008705,2.76111111,0.0881632653,0.0102764918
58.2868195,2.85485261,0.177777778,0.00955844112
56.909996,3.03718821,0.110113379,0.00816079136
57.0227127,3.15188209,0.373673469,0.0080790855
57.9963684,3.52977324,0.114648526,0.00561506208
57.2578125,3.64877551,0.220385488,0.00627016928
53.5322647,3.87480726,0.087324263,0.013723636
57.050148,3.96671202,0.298321995,0.00879927445
57.0539818,4.26952381,0.0534013605,0.0135840354
57.0685234,4.32702948,0.515623583,0.00346462126
56.8034706,4.84721088,0.622993197,0.00945815071
55.0002022,5.47526077,0.373038549,0.0116399899
54.4203224,5.85287982,0.128163265,0.00937525276
59.2033501,5.98485261,0.273356009,0.00272230455
50.0005455,6.26505669,0.227097506,0.00662710425
56.910141,6.49675737,0.191201814,0.0109896595
54.6148643,6.69328798,0.0873469388,0.0126583138
57.0718384,6.78514739,0.0939229025,0.00741142733
59.053772,6.88319728,0.121428571,0.0145010194
56.9529572,7.00909297,0.0940362812,0.0113090482
56.9530296,7.1077551,0.315668934,0.00736400019
56.9529533,7.42800454,0.438253968,0.00965107791
57.0466118,7.87072562,0.222789116,0.0102261184
57.0339622,8.09809524,0.172108844,0.0154318986
57.0609932,8.27471655,0.0814058957,0.0157993622
56.9637451,8.36068027,0.086984127,0.0162398461
57.1371613,8.45229025,0.249387755,0.00945024006
57.0682259,8.70619048,0.0710657596,0.00719822943
57.0502014,8.78151927,0.0725396825,0.00427623605
55.5308304,8.85895692,0.0852834467,0.0238431189
56.9653511,8.94909297,0.166145125,0.0120795062
56.8992538,9.11988662,0.081723356,0.0103851743
56.9171906,9.20614512,0.139909297,0.00748136826
56.9529495,9.35056689,0.176666667,0.00624390692
56.9529572,9.53181406,0.0455102041,0.00420432724
56.9529572,9.58183673,0.147755102,0.00257273647
56.9692535,9.73417234,0.155578231,0.00784901809
57.0033264,9.89421769,0.114036281,0.0055912151
57.0178223,10.0128345,0.0816099773,0.00617099134
58.7590714,10.0984354,0.236621315,0.00698243221
56.9290352,10.3398186,0.300521542,0.00611816905
56.9745445,10.6447619,0.0613151927,0.00845643226
54.0099182,10.7114512,0.0662585034,0.00600543665
57.3903122,10.7820408,0.173492063,0.00322184758
56.909996,10.9612245,0.142380952,0.00457227556
53.2110863,11.1092517,0.0719274376,0.00376924803
56.9315872,11.1857143,0.0673922902,0.00180082745
58.2716255,11.2573469,0.411337868,0.0135438265
60.0063972,11.6725397,0.363854875,0.00830597524
50.0198021,12.0411565,0.176598639,0.0061532706
50.0102425,12.2245125,0.157188209,0.0040825489
50.0544357,12.3884354,0.186485261,0.00154536264
69.1851807,12.5770975,0.0910430839,0.00153352902
69.5447693,12.6698413,0.198752834,0.0013805388
40.982132,12.9741043,0.716984127,0.112871841
37.889595,13.7025397,0.185464853,0.134370431
40.9619522,13.9109977,0.567142857,0.0532524846
32.7943039,14.5010204,0.280249433,0.202338651
40.9982109,14.7928118,0.447891156,0.0384209752
36.2621727,15.2516553,0.265238095,0.116092883
40.9635582,15.5283447,0.506553288,0.0216070935
34.9473572,16.0465079,0.18106576,0.146938547
31.1540222,16.2461451,0.164580499,0.107266724
56.8670387,16.4313379,0.374104308,0.0098048076
31.624054,16.8303401,0.309863946,0.155766428
30.9809761,17.1605896,0.467482993,0.0055595641
27.1499252,17.6451927,0.13015873,0.20648919
34.4124413,17.7920181,0.0534240363,0.154285148
30.9665718,17.8648526,0.281791383,0.058902394
31.1174011,18.1671655,0.574126984,0.0828874707
43.0908318,18.7514966,0.485442177,0.0466068424
36.6746445,19.2485261,0.146371882,0.128631055
32.7358894,19.4124036,0.112653061,0.192526639
40.9988098,19.5364172,0.508888889,0.0399490111
40.8673134,20.0562585,0.0542403628,0.244115353
36.1320343,20.1224717,0.189387755,0.128936261
41.0101471,20.323356,0.517505669,0.0286803544
32.843174,20.8539229,0.305419501,0.171513543
40.99963,21.1768481,0.270294785,0.0186345093
40.9227257,21.4586395,0.183106576,0.0227807872
37.9531937,21.6526984,0.138662132,0.156753033
32.3578644,21.809093,0.1261678,0.123468265
41.027935,21.9467347,0.301655329,0.0134730544
40.8971252,22.2598866,0.18414966,0.019260183
35.6634712,22.4570975,0.149047619,0.156201318
32.6366844,22.6244218,0.132494331,0.220588639
34.9242668,22.9580499,0.462471655,0.120171979
32.3757057,23.4397732,0.0597959184,0.185916439
31.1556587,23.5199546,0.639183673,0.081676811
31.1605835,24.1753061,1.01256236,0.0942733362
43.0098305,25.1980045,0.103696145,0.0400801897
38.063118,25.3151927,0.172244898,0.00701095909
49.9765396,25.492517,0.08,0.00815447979
38.0544243,25.5861451,0.0685034014,0.00534106651
36.1383324,25.6704082,0.126417234,0.150783986
32.9004745,25.8142857,0.1638322,0.200609982
29.1113663,26.0009297,0.268526077,0.0499372892
57.0177727,26.2740363,0.445124717,0.0556121655
40.9645386,26.7305669,0.517528345,0.0300802924
37.0972023,27.2611565,0.132131519,0.128912851
33.0354195,27.4112245,0.11585034,0.177646428
56.97472,27.5315646,0.310136054,0.0225336812
56.9611702,27.8462812,0.474897959,0.0235660616
40.9279289,28.3326304,0.515351474,0.024196798
34.9507751,28.8610431,0.147641723,0.132427201
32.2740021,29.0269388,0.81276644,0.112063274
30.9809799,29.860068,0.592018141,0.127488315
29.6329174,30.4738776,0.130839002,0.343340635
30.9881859,30.6246712,0.906371882,0.0956961438
43.0553207,31.5412925,0.313492063,0.030753538
42.9857941,31.8650567,0.22952381,0.0233840123
40.1757507,32.10678,0.144013605,0.0256033856
39.9983711,32.2628798,0.200045351,0.0373038389
40.9354744,32.4743764,0.182743764,0.024358796
40.8333817,32.6686848,0.135623583,0.0336125866
38.4773636,32.8088209,0.176553288,0.17033495
32.2931137,33.003288,0.169387755,0.125407055
54.1677246,33.1906122,0.283582766,0.0117314709
53.4647141,33.47839,0.158979592,0.0198583659
28.7948513,33.6570748,0.5269161,0.0429966077
41.0041466,34.1954195,0.0820634921,0.0293436833
29.100214,34.3001587,0.114172336,0.0413201079
47.163105,34.4188662,0.282018141,0.212453932
29.043951,34.7237642,0.0893877551,0.0418062285
41.0107651,34.8340363,0.577755102,0.0552366711
31.0737,35.431746,1.54732426,0.0841592476
42.6811676,36.9893878,0.17675737,0.0259114876
31.0098515,37.1864399,0.244807256,0.025325628
42.9848366,37.4517687,0.769637188,0.0108025484
42.9873924,38.2333107,0.188730159,0.00855601486
33.2886276,38.4560771,0.302947846,0.202475622
35.9970932,38.8096372,0.60877551,0.138043866
32.281662,39.4371202,0.131995465,0.136707589
59.8785706,39.5873016,0.350975057,0.00864972919
35.9231949,39.9536735,0.23430839,0.134980991
33.5964928,40.204898,0.124126984,0.227207676
41.0073395,40.3396372,0.553287982,0.0544837639
34.5762024,40.9046259,0.228185941,0.133995816
44.9960747,41.1481179,0.126780045,0.0164453499
40.3040504,41.28678,0.0712698413,0.0225980356
38.0024529,41.3717234,0.0934240363,0.0151253585
35.9870682,41.4803855,0.313854875,0.105457827
32.2522163,41.8114059,0.116371882,0.239640296
43.1163597,41.94839,0.527528345,0.0512910485
40.012516,42.4865306,0.0776870748,0.192001358
33.0832939,42.5798186,0.130657596,0.121036448
64.0373459,42.7134694,0.0570975057,0.0156061761
64.0697632,42.7736281,0.342517007,0.0166045539
41.0408516,44.8499093,0.795306122,0.0239279233
37.8194695,45.6568254,0.15414966,0.127156258
32.725338,45.8291837,0.146870748,0.144935921
33.6138535,46.4402041,0.170816327,0.149241343
32.3486671,46.629161,0.10952381,0.218766332
57.0429192,46.7569161,0.845895692,0.0170273613
45.1962242,47.6119501,0.0776417234,0.0161626562
56.942234,47.6912925,0.107687075,0.00895776413
45.5175476,47.807619,0.26553288,0.00950400811
43.0896111,48.3992517,0.440884354,0.0289488472
39.7001266,48.8500454,0.084739229,0.190732121
31.7787704,48.9485488,0.540929705,0.127263665
42.9809875,49.4997279,0.254716553,0.0650955066
35.1688042,49.7700454,0.14047619,0.16869843
43.0002022,49.9206803,0.579909297,0.0722876564
43.234272,50.5114512,0.719251701,0.0734909177
41.0039024,51.2409297,0.859070295,0.0687172636
34.4267082,52.1126304,0.204217687,0.127835989
59.9778519,52.3207029,0.392471655,0.0124023799
59.9550247,52.7174603,0.148820862,0.00582331093
40.9696732,52.8691837,0.582063492,0.0213415399
41.0039291,53.4627438,0.183038549,0.027107887
34.2565765,53.6573923,0.368390023,0.130429953
39.1798553,54.0414966,0.237369615,0.0061332453
66.9634857,54.280771,0.149501134,0.017977234
35.8949203,54.4461451,0.162403628,0.139956549
31.9302139,54.6270748,0.0931746032,0.216130167
30.8668251,54.7406803,0.47414966,0.0116830217
32.84338,55.2385941,0.347165533,0.117096193
36.0063286,55.6009751,0.352358277,0.0092398813
35.8784447,55.9713605,0.247823129,0.162330434
31.9434929,56.2378458,0.0960090703,0.197256535
30.9713745,56.3542404,0.061292517,0.0149793662
43.0040665,56.4257823,0.224512472,0.0159014184
43.1069031,56.6603855,0.172267574,0.0332404859
37.7909317,56.8436281,0.147120181,0.15870963
33.3077049,57.0082313,0.12292517,0.141220465
33.9458504,57.655102,0.421972789,0.177342683
41.0039024,58.0885714,0.386281179,0.0637728274
38.5932922,58.484966,0.109501134,0.153034642
32.870224,58.6120862,0.0962131519,0.133139744
59.9807129,58.7120862,0.529433107,0.0110012144
40.9867897,59.2579819,0.835668934,0.0746964589
34.6540871,60.1054195,0.268526077,0.11707674
56.885994,60.3785941,0.307188209,0.0131420167
35.9806519,60.7010431,0.153174603,0.0262764096
35.8274612,60.8697279,0.120861678,0.279041529
31.0684261,61.007415,1.07732426,0.0791808367
42.6817093,62.094898,0.34430839,0.0445427746
35.5002327,62.4507256,0.184829932,0.151624009
31.7089157,62.6546712,0.0871882086,0.20074977
31.4655838,62.7571429,0.46739229,0.0119381323
35.7170677,63.245737,0.198208617,0.124541603
31.0002079,63.4642857,0.0918594104,0.155984715
43.0167122,63.5663039,0.286371882,0.0329662263
43.051609,63.8628118,0.122199546,0.0594216436
43.0158806,63.9953288,0.137687075,0.0619215071
35.9145927,64.1470295,0.0820408163,0.162830517
32.3879471,64.2486621,0.161496599,0.22311455
44.9656029,64.4192971,0.475578231,0.0631124824
33.546051,64.905737,0.210748299,0.155954927
44.9960823,65.1255102,0.745306122,0.0730179772
32.9603233,65.8889342,0.0635600907,0.0843681395
45.0014763,65.96161,0.154852608,0.058039505
44.2317924,66.1255782,0.0930612245,0.0559559055
45.0906944,66.228254,0.276780045,0.0528469793
37.6737213,66.5174376,0.0929024943,0.138194308
32.8793182,66.62839,0.0827437642,0.150693506
44.7185783,66.7201361,0.857641723,0.0396608189
47.8955269,67.5855782,0.143287982,0.0142995454
47.7684135,67.73678,0.11723356,0.00981353782
47.5458527,67.8620181,0.172970522,0.0282186922
48.0152855,68.0424036,1.43884354,0.0963829905
36.0771027,69.4965306,0.214965986,0.0899417251
35.6901779,69.7236735,0.143129252,0.122146979
36.068821,69.8697732,0.430680272,0.0798785537
48.0063171,70.3081179,1.41489796,0.0684975535
40.9355392,71.7345125,0.30106576,0.036399167
36.1822739,72.0471882,0.273038549,0.174254388
41.0101395,72.331678,0.593446712,0.0945322961
37.1709862,72.9389342,0.16244898,0.130727679
28.9981899,73.124263,0.0572562358,0.0932850018
41.0090485,73.1930159,0.724988662,0.10503801
43.04356,73.9279138,0.581360544,0.114639536
38.5496788,74.5215873,0.192335601,0.224214464
43.0328369,74.7239229,0.614603175,0.110711694
32.6780319,75.3529705,0.266825397,0.136596262
42.9963531,75.6300454,0.467845805,0.0772421062
38.7560234,76.1099773,0.19446712,0.185901329
42.9428062,76.3146939,0.620544218,0.0552742183
35.9586449,76.9496372,0.048707483,0.163225144
32.6081314,77.0163946,0.111292517,0.199312121
45.1077957,77.1458957,0.541882086,0.0519709215
40.0417175,77.699229,0.117687075,0.218773767
32.7402267,77.8354649,0.0827664399,0.143295944
45.151226,77.9272336,0.758435374,0.0744401813
32.9745026,78.7038322,0.0454648526,0.0586847477
45.0053635,78.75839,0.545487528,0.0965287834
39.3606033,79.3161905,0.0981632653,0.177912369
32.8823395,79.4325624,0.0829251701,0.149940878
44.9415092,79.5246712,0.776326531,0.120858215
47.9438591,80.3163492,0.520770975,0.0432476662
42.3029594,80.8447619,0.0603628118,0.202714086
37.5520058,80.9173243,0.0734240363,0.139502212
32.8533096,81.007415,0.105510204,0.147936717
48.038456,81.1280726,0.773764172,0.0286383852
48.0016708,81.9095238,0.376371882,0.0579419956
48.198452,82.3010884,0.292834467,0.0684651211
64.4981842,82.5968027,0.0496145125,0.137162998
64.6308517,82.6492971,0.0494104308,0.213646203
48.0063362,82.7063492,0.810612245,0.0751832873
40.7751846,83.5289116,0.602403628,0.0744260177
37.1098976,84.1454195,0.0461678005,0.147365034
32.8989983,84.2095918,0.112947846,0.161624745
40.9541283,84.334127,0.519206349,0.0488886461
36.7404633,84.8649433,0.132199546,0.168349147
32.5665665,85.0153515,0.134943311,0.201501325
40.9679604,85.1617914,0.486961451,0.034427125
38.0417404,85.6597732,0.129365079,0.159517616
32.9806099,85.8070975,0.400725624,0.146468922
41.0511208,86.2192971,0.217664399,0.0445295908
34.9338379,86.4483673,0.181405896,0.153719842
31.6608276,86.6487302,0.746190476,0.171400666
31.8415756,87.4123356,0.664058957,0.130452663
27.4907417,88.1002721,0.126145125,0.36092481
30.9886894,88.2467574,0.326643991,0.110836893
42.9906197,88.5836054,0.317664399,0.108314827
39.5317345,88.9133787,0.189092971,0.191530943
43.0002022,89.1229478,0.122154195,0.0827734619
42.6417961,89.2652608,0.471247166,0.129252121
33.4026833,89.750839,0.211315193,0.174564719
35.1940918,89.9803401,0.634444444,0.115379356
32.5689621,90.6334014,0.147845805,0.113611728
45.0457726,90.7994558,0.441133787,0.02067459
